,source,author,title,description,url,urlToImage,publishedAt,content
10,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,GraniteShares 2x Long AAPL Daily ETF (NASDAQ:AAPB) Short Interest Down 78.1% in November,"GraniteShares 2x Long AAPL Daily ETF (NASDAQ:AAPB – Get Free Report) saw a significant decrease in short interest in the month of November. As of November 15th, there was short interest totalling 9,700 shares, a decrease of 78.1% from the October 31st total o…",https://www.etfdailynews.com/2024/11/28/graniteshares-2x-long-aapl-daily-etf-nasdaqaapb-short-interest-down-78-1-in-november/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/generic-stocks3.jpg&w=240&h=240&zc=2,2024-11-28T07:10:52Z,"GraniteShares 2x Long AAPL Daily ETF (NASDAQ:AAPB – Get Free Report) saw a significant decrease in short interest in the month of November. As of November 15th, there was short interest totalling 9,7… [+1837 chars]"
11,"{'id': None, 'name': 'Applech2.com'}",applech2,個人開発者が販売する500以上のmacOSやiOS/iPadOS、visionOSアプリが特別価格となる「Indie App Sales Black Friday ’24 Edition」が11月29日から開始。,"個人開発者が販売する500以上のmacOSやiOS/iPadOS、visionOS用アプリが特別価格となる「Indie App Sales Black Friday ’24 Edition」が11月29日か […]
The post 個人開発者が販売する500以上のmacOSやiOS/iPadOS、visionOSアプリが特別価格となる「Indie App Sales Black Friday ’24 Edition」が11月29日から開始。 first appeared on AAPL Ch..",https://applech2.com/archives/20241128-indie-app-sales-black-friday-24-edition.html,https://applech2.com/wp-content/uploads/2024/11/Indie-App-Sales-Black-Friday-24-Edition-Hero.jpg,2024-11-28T03:43:21Z,"500macOSiOS/iPadOSvisionOSIndie App Sales Black Friday ’24 Edition1129
Indie App Sales (Indie Dev Sales)iOSMatt Corey(@Matt1Corey)Indie App SalesBlack Friday ’24 Edition11291203
Indie App Sales is … [+330 chars]"
12,"{'id': 'financial-post', 'name': 'Financial Post'}",GlobeNewswire,Purpose Investments Inc. Announces 2024 Estimated Annual Income and Capital Gains Distributions,"TORONTO, Nov. 27, 2024 (GLOBE NEWSWIRE) — Purpose Investments Inc. (“Purpose”) today announced the estimated annual distributions of income and capital gains for its open-end exchange-traded funds and closed-end funds (the “Funds”) for the 2024 tax year. The …",https://financialpost.com/globe-newswire/purpose-investments-inc-announces-2024-estimated-annual-income-and-capital-gains-distributions,,2024-11-28T01:03:53Z,"Author of the article:
Article content
TORONTO, Nov. 27, 2024 (GLOBE NEWSWIRE) Purpose Investments Inc. (Purpose) today announced the estimated annual distributions of income and capital gains for … [+13829 chars]"
13,"{'id': None, 'name': 'GlobeNewswire'}",Purpose Investments Inc.,Purpose Investments Inc. Announces 2024 Estimated Annual Income and Capital Gains Distributions,"TORONTO, Nov. 27, 2024 (GLOBE NEWSWIRE) -- Purpose Investments Inc. (“Purpose”) today announced the estimated annual distributions of income and capital gains for its open-end exchange-traded funds and closed-end funds (the “Funds”) for the 2024 tax year. The…",https://www.globenewswire.com/news-release/2024/11/28/2988484/0/en/Purpose-Investments-Inc-Announces-2024-Estimated-Annual-Income-and-Capital-Gains-Distributions.html,https://ml.globenewswire.com/Resource/Download/a28192cb-6294-4424-8c24-646fee2c81cd,2024-11-28T01:00:00Z,"TORONTO, Nov. 27, 2024 (GLOBE NEWSWIRE) -- Purpose Investments Inc. (Purpose) today announced the estimated annual distributions of income and capital gains for its open-end exchange-traded funds and… [+10772 chars]"
14,"{'id': None, 'name': 'Applech2.com'}",applech2,Sonnet、Mac mini (2024)をデスク下に設置できるブラケット「MacCuff mini (2024+)」や2Uラックマウント「RackMac mini」、Thunderbolt拡張システム「DuoModo Mac mini」などを発表。,"SonnetがMac mini (2024)をデスク下に設置できるブラケット「MacCuff mini (2024+)」や2Uラックマウント「RackMac mini」、Thunderbolt拡張システム「RackMa […]
The post Sonnet、Mac mini (2024)をデスク下に設置できるブラケット「MacCuff mini (2024+)」や2Uラックマウント「RackMac mini」、Thunderbolt拡張システム「DuoModo Mac mini」などを発表。 first app…",https://applech2.com/archives/20241128-sonnet-maccuff-mini-for-mac-mini-2024.html,https://applech2.com/wp-content/uploads/2024/11/Sonnet-MacCuffe-Rackmount-DuoModo-Mac-mini-Hero.jpg,2024-11-27T22:50:53Z,"SonnetMac mini (2024)MacCuff mini (2024+)2URackMac miniThunderboltRackMac mini
AppleeGPUSonnet Tech20241128Mac miniMac StudioApple1108M4Mac mini (2024)
New mini. New solutions:for secure, rackmount… [+787 chars]"
15,"{'id': None, 'name': ""Investor's Business Daily""}","VIDYA RAMAKRISHNAN, Investor's Business Daily","Dow Jones Slides, Nvidia Falters As Trump Rally Sputters; Warren Buffett's Berkshire Hits All-Time High (Live Coverage)",The Dow Jones and other indexes were down Wednesday after October's inflation data. Nvidia broke a key level on the stock market today.,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-dow-jones-nvidia-stock/,https://www.investors.com/wp-content/uploads/2024/06/Stock-WarrenBuffettwave-01-shutt.jpg,2024-11-27T21:09:19Z,The Dow Jones Industrial Average and other major indexes reversed lower Wednesday as the postelection Trump rally sputtered ahead of the Thanksgiving holiday. Indexes fell in the stock market today a… [+6686 chars]
16,"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,"Market Clubhouse Morning Memo - November 27th, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA)","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.
Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account pr…",https://biztoc.com/x/fccda99d8619c7cd,https://biztoc.com/cdn/fccda99d8619c7cd_s.webp,2024-11-27T18:33:00Z,"Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.Our proprietary formula, exclusive to Market Clubhouse, dictates thes… [+141 chars]"
17,"{'id': None, 'name': 'Yahoo Entertainment'}",Avi Kapoor,How To Earn $500 A Month From Apple Stock,Apple Inc. (NASDAQ:AAPL) shares closed slightly higher on Tuesday. Apple is reportedly changing its approach to software updates. The tech giant appears to...,https://finance.yahoo.com/news/earn-500-month-apple-stock-172115528.html,https://media.zenfs.com/en/benzinga_79/039f840bed4bcbf4633add3dc1b53a91,2024-11-27T17:21:15Z,"How To Earn $500 A Month From Apple Stock
Benzinga and Yahoo Finance LLC may earn commission or revenue on some items through the links below.
Apple Inc. (NASDAQ:AAPL) shares closed slightly higher… [+2030 chars]"
18,"{'id': None, 'name': 'Commercial Observer'}",Mark Hallum,Apple Takes an Additional 61K SF at 11 Penn Plaza,"Apple is taking another bite out of space occupied by Macy’s as it expands its footprint at Penn 11, known to the post office as 11 Pennsylvania Plaza. The iPhone maker inked a deal to take over 61,000 square feet from the department store, building up its of…",http://commercialobserver.com/2024/11/apple-lease-11-penn-plaza-macys/,https://commercialobserver.com/wp-content/uploads/sites/3/2024/11/1-00807-0001.M8g5ZgEx.jpg?quality=80&crop=0px%2C592px%2C769px%2C404px&resize=1200%2C630&strip,2024-11-27T16:40:09Z,"Apple (AAPL) is taking another bite out of space occupied by Macys as it expands its footprint at Penn 11, known to the post office as 11 Pennsylvania Plaza.
The iPhone maker inked a deal to take ov… [+1410 chars]"
19,"{'id': None, 'name': 'Biztoc.com'}",finance.yahoo.com,Prediction: 2 Stocks That Will Be Worth More Than Apple 10 Years From Now,"In This Article:
iPhone maker Apple (NASDAQ: AAPL) has been one of the world's most valuable stocks for a long time.
It rose above several oil giants to the top spot in 2011 and hasn't dropped out of the Top 3 since then. Apple isn't always the top dog, occas…",https://biztoc.com/x/757074d3760d6f99,https://biztoc.com/cdn/808/og.png,2024-11-27T15:24:55Z,In This Article:iPhone maker Apple (NASDAQ: AAPL) has been one of the world's most valuable stocks for a long time.It rose above several oil giants to the top spot in 2011 and hasn't dropped out of t… [+150 chars]
20,"{'id': None, 'name': 'Biztoc.com'}",247wallst.com,China Decision Could Badly Hurt Apple’s Sales,"China sales are critical for Apple Inc.’s (NASDAQ: AAPL) global revenue growth. It is the largest smartphone market, with about 950 million smartphone users. The number is about tripe, what it is like in America. The Chinese may block the sale of the iPhone 1…",https://biztoc.com/x/f459e6e1ee7b3401,https://biztoc.com/cdn/808/og.png,2024-11-27T13:24:14Z,"China sales are critical for Apple Inc.s (NASDAQ: AAPL) global revenue growth. It is the largest smartphone market, with about 950 million smartphone users. The number is about tripe, what it is like… [+137 chars]"
21,"{'id': None, 'name': 'Applech2.com'}",applech2,Mac App Store Best of 2015にも選出されたMac用コードスニペットアプリ「SnippetsLab」が無償化。,"Mac App Store Best of 2015にも選出されたMac用コードスニペットアプリ「SnippetsLab」が無償化されています。詳細は以下から。 　SnippetsLabはRenfei Songさんが開 […]
The post Mac App Store Best of 2015にも選出されたMac用コードスニペットアプリ「SnippetsLab」が無償化。 first appeared on AAPL Ch..",https://applech2.com/archives/20241127-snippetslab-now-free.html,https://applech2.com/wp-content/uploads/2024/11/SnippetsLab-for-mac-now-free-features-1.jpg,2024-11-27T13:24:01Z,"Mac App Store Best of 2015MacSnippetsLab
SnippetsLabRenfei SongMacAppleApp Store 2015Mac App Store BestAppSnippetsLab
SnippetsLab is now FREE! To read more about this change, visit go.renfei.org/fr… [+672 chars]"
22,"{'id': None, 'name': 'Quartz India'}",William Gavin,"Apple is nowhere to be found in this year's smartphone sales rebound, researchers say","Although global smartphone sales are set to grow to 1.24 billion units this year, Apple’s (AAPL) performance has barely improved, according to a new study.Read more...",https://qz.com/apple-iphone-sales-growth-genai-ai-android-tim-cook-1851709136,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/c04a6e87a6e0b9d64000faf678851105.jpg",2024-11-27T13:15:00Z,"In This Story
Although global smartphone sales are set to grow to 1.24 billion units this year, Apples (AAPL+0.91%
) performance has barely improved, according to a new study.
Apple and its rivals… [+2641 chars]"
23,"{'id': None, 'name': ""Investor's Business Daily""}","MATT KRANTZ, Investor's Business Daily",This Warren Buffett-Owned ETF Threatens SPY's Dominance,SPDR S&P 500 ETF Trust — the very first ETF still best known by its symbol SPY — is on track to lose its position as the world's largest ETF.,https://www.investors.com/etfs-and-funds/etfs/sp500-warren-buffett-owned-etf-threatens-spys-dominance/,https://www.investors.com/wp-content/uploads/2017/05/ETF-CLOSED-051217-adobe.jpg,2024-11-27T13:00:40Z,"SPDR S&amp;P 500 ETF Trust the very first ETF, which is still best known by its symbol SPY is on track to lose its position as the world's largest ETF.
XNOW PLAYINGWhat Is An ETF And How Do They Wor… [+4549 chars]"
24,"{'id': None, 'name': 'GlobeNewswire'}",YieldMax,"YieldMax™ ETFs Announces Distributions on YBIT (115.71%), TSLY (103.42%), SNOY (101.96%), YMAX (87.35%), YMAG (54.24%) and Others","YieldMax™ ETFs Announces Distributions on YBIT (115.71%), TSLY (103.42%), SNOY (101.96%), YMAX (87.35%), YMAG (54.24%) and Others......",https://www.globenewswire.com/news-release/2024/11/27/2988090/0/en/YieldMax-ETFs-Announces-Distributions-on-YBIT-115-71-TSLY-103-42-SNOY-101-96-YMAX-87-35-YMAG-54-24-and-Others.html,https://ml.globenewswire.com/Resource/Download/85b1a71e-663e-4de3-acbf-931582738c88,2024-11-27T11:55:00Z,"CHICAGO and MILWAUKEE and NEW YORK, Nov. 27, 2024 (GLOBE NEWSWIRE) -- YieldMax today announced distributions for the YieldMax ETFs listed in the table below.
<table><tr><td>ETFTicker1</td><td>ETF Na… [+26575 chars]"
25,"{'id': None, 'name': 'Quartz India'}",Francisco Velasquez,Walmart's top 10 Black Friday deals under $50,"Black Friday and Cyber Monday are nearly here, and Walmart is already offering bargains spanning various categories.Read more...",https://qz.com/walmart-black-friday-2024-deals-apple-charger-xbox-1851708792,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/2f5a1928d93fed57e3d1267c81e7a96d.jpg",2024-11-27T10:00:00Z,"Black Friday and Cyber Monday are nearly here, and Walmart is already offering bargains spanning various categories.
This year, Walmart (WMT) shoppers can look forward to major discounts on items in… [+818 chars]"
26,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Adirondack Trust Co. Reduces Stock Holdings in Apple Inc. (NASDAQ:AAPL),"Adirondack Trust Co. decreased its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.5% in the third quarter, Holdings Channel.com reports. The firm owned 72,392 shares of the iPhone maker’s stock after selling 380 shares during the period. Ap…",https://www.etfdailynews.com/2024/11/27/adirondack-trust-co-reduces-stock-holdings-in-apple-inc-nasdaqaapl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:10:54Z,"Adirondack Trust Co. decreased its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.5% in the third quarter, Holdings Channel.com reports. The firm owned 72,392 shares of the iPhone … [+6408 chars]"
27,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Apple Inc. (NASDAQ:AAPL) Shares Purchased by Tilia Fiduciary Partners Inc.,"Tilia Fiduciary Partners Inc. raised its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 5.3% during the third quarter, HoldingsChannel.com reports. The firm owned 32,816 shares of the iPhone maker’s stock after acquiring an additional 1,656 s…",https://www.etfdailynews.com/2024/11/27/apple-inc-nasdaqaapl-shares-purchased-by-tilia-fiduciary-partners-inc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:10:52Z,"Tilia Fiduciary Partners Inc. raised its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 5.3% during the third quarter, HoldingsChannel.com reports. The firm owned 32,816 shares of th… [+5916 chars]"
28,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Apple Inc. (NASDAQ:AAPL) is Barlow Wealth Partners Inc.’s 7th Largest Position,"Barlow Wealth Partners Inc. grew its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.4% during the third quarter, HoldingsChannel reports. The firm owned 118,888 shares of the iPhone maker’s stock after purchasing an additional 524 shares du…",https://www.etfdailynews.com/2024/11/27/apple-inc-nasdaqaapl-is-barlow-wealth-partners-inc-s-7th-largest-position/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:10:50Z,"Barlow Wealth Partners Inc. grew its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.4% during the third quarter, HoldingsChannel reports. The firm owned 118,888 shares of the iPhon… [+6572 chars]"
29,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Apple Inc. (NASDAQ:AAPL) Position Cut by Somerset Trust Co,"Somerset Trust Co trimmed its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.0% during the third quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The institutional investor owned 55,106 shares…",https://www.etfdailynews.com/2024/11/27/apple-inc-nasdaqaapl-position-cut-by-somerset-trust-co/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:10:50Z,"Somerset Trust Co trimmed its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.0% during the third quarter, according to its most recent Form 13F filing with the Securities &amp; Exc… [+6573 chars]"
30,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Apple Inc. (NASDAQ:AAPL) Shares Sold by Abner Herrman & Brock LLC,"Abner Herrman & Brock LLC reduced its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.3% during the 3rd quarter, Holdings Channel.com reports. The firm owned 103,074 shares of the iPhone maker’s stock after selling 307 shares during the period. Apple acc…",https://www.etfdailynews.com/2024/11/27/apple-inc-nasdaqaapl-shares-sold-by-abner-herrman-brock-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:10:50Z,"Abner Herrman &amp; Brock LLC reduced its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.3% during the 3rd quarter, Holdings Channel.com reports. The firm owned 103,074 shares of the iPhone mak… [+6290 chars]"
31,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Royal Fund Management LLC Has $10.16 Million Holdings in Apple Inc. (NASDAQ:AAPL),"Royal Fund Management LLC reduced its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 10.3% in the 3rd quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The firm owned 43,556 shares of the iPhone m…",https://www.etfdailynews.com/2024/11/27/royal-fund-management-llc-has-10-16-million-holdings-in-apple-inc-nasdaqaapl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:10:49Z,"Royal Fund Management LLC reduced its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 10.3% in the 3rd quarter, according to the company in its most recent disclosure with the Securities and Excha… [+6411 chars]"
32,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Apple Inc. (NASDAQ:AAPL) Shares Purchased by Cwm LLC,"Cwm LLC grew its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 3.6% in the third quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The institutional investor owned 2,071,727 shares of the iPhone maker’s s…",https://www.etfdailynews.com/2024/11/27/apple-inc-nasdaqaapl-shares-purchased-by-cwm-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:10:49Z,"Cwm LLC grew its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 3.6% in the third quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The instituti… [+6596 chars]"
