,source,author,title,description,url,urlToImage,publishedAt,content
10,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Microsoft Co. (NASDAQ:MSFT) is Clarius Group LLC’s 2nd Largest Position,"Clarius Group LLC cut its stake in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.7% in the 3rd quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The firm owned 310,024 shares of the software giant’s stock aft…",https://www.etfdailynews.com/2024/11/28/microsoft-co-nasdaqmsft-is-clarius-group-llcs-2nd-largest-position/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-11-28T08:06:51Z,"Clarius Group LLC cut its stake in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.7% in the 3rd quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The… [+7310 chars]"
11,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,ORBA Wealth Advisors L.L.C. Has $6.08 Million Position in Microsoft Co. (NASDAQ:MSFT),"ORBA Wealth Advisors L.L.C. boosted its stake in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.2% in the third quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund owned 14,121 shares of the software giant’s …",https://www.etfdailynews.com/2024/11/28/orba-wealth-advisors-l-l-c-has-6-08-million-position-in-microsoft-co-nasdaqmsft/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-11-28T08:06:51Z,"ORBA Wealth Advisors L.L.C. boosted its stake in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.2% in the third quarter, according to its most recent disclosure with the Securities and Exchange Commi… [+7182 chars]"
12,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Pine Haven Investment Counsel Inc Sells 170 Shares of Microsoft Co. (NASDAQ:MSFT),"Pine Haven Investment Counsel Inc cut its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.6% during the third quarter, HoldingsChannel reports. The firm owned 29,964 shares of the software giant’s stock after selling 170 shares during the period. M…",https://www.etfdailynews.com/2024/11/28/pine-haven-investment-counsel-inc-sells-170-shares-of-microsoft-co-nasdaqmsft/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-11-28T08:06:50Z,"Pine Haven Investment Counsel Inc cut its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.6% during the third quarter, HoldingsChannel reports. The firm owned 29,964 shares of the software… [+7226 chars]"
13,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Towerpoint Wealth LLC Sells 65 Shares of Microsoft Co. (NASDAQ:MSFT),"Towerpoint Wealth LLC lessened its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.7% during the 3rd quarter, according to its most recent filing with the Securities & Exchange Commission. The firm owned 9,016 shares of the software giant’s stock a…",https://www.etfdailynews.com/2024/11/28/towerpoint-wealth-llc-sells-65-shares-of-microsoft-co-nasdaqmsft/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-11-28T08:06:50Z,"Towerpoint Wealth LLC lessened its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.7% during the 3rd quarter, according to its most recent filing with the Securities &amp; Exchange Commiss… [+6824 chars]"
14,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Microsoft Co. (NASDAQ:MSFT) Receives $503.03 Average Price Target from Brokerages,"Microsoft Co. (NASDAQ:MSFT – Get Free Report) has earned an average recommendation of “Moderate Buy” from the twenty-nine analysts that are covering the company, Marketbeat reports. Two research analysts have rated the stock with a hold rating and twenty-seve…",https://www.etfdailynews.com/2024/11/28/microsoft-co-nasdaqmsft-receives-503-03-average-price-target-from-brokerages/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-11-28T07:25:05Z,"Microsoft Co. (NASDAQ:MSFT – Get Free Report) has earned an average recommendation of “Moderate Buy” from the twenty-nine analysts that are covering the company, Marketbeat reports. Two research anal… [+6738 chars]"
15,"{'id': 'financial-post', 'name': 'Financial Post'}",GlobeNewswire,Purpose Investments Inc. Announces 2024 Estimated Annual Income and Capital Gains Distributions,"TORONTO, Nov. 27, 2024 (GLOBE NEWSWIRE) — Purpose Investments Inc. (“Purpose”) today announced the estimated annual distributions of income and capital gains for its open-end exchange-traded funds and closed-end funds (the “Funds”) for the 2024 tax year. The …",https://financialpost.com/globe-newswire/purpose-investments-inc-announces-2024-estimated-annual-income-and-capital-gains-distributions,,2024-11-28T01:03:53Z,"Author of the article:
Article content
TORONTO, Nov. 27, 2024 (GLOBE NEWSWIRE) Purpose Investments Inc. (Purpose) today announced the estimated annual distributions of income and capital gains for … [+13829 chars]"
16,"{'id': None, 'name': 'GlobeNewswire'}",Purpose Investments Inc.,Purpose Investments Inc. Announces 2024 Estimated Annual Income and Capital Gains Distributions,"TORONTO, Nov. 27, 2024 (GLOBE NEWSWIRE) -- Purpose Investments Inc. (“Purpose”) today announced the estimated annual distributions of income and capital gains for its open-end exchange-traded funds and closed-end funds (the “Funds”) for the 2024 tax year. The…",https://www.globenewswire.com/news-release/2024/11/28/2988484/0/en/Purpose-Investments-Inc-Announces-2024-Estimated-Annual-Income-and-Capital-Gains-Distributions.html,https://ml.globenewswire.com/Resource/Download/a28192cb-6294-4424-8c24-646fee2c81cd,2024-11-28T01:00:00Z,"TORONTO, Nov. 27, 2024 (GLOBE NEWSWIRE) -- Purpose Investments Inc. (Purpose) today announced the estimated annual distributions of income and capital gains for its open-end exchange-traded funds and… [+10772 chars]"
17,"{'id': None, 'name': 'Twit.tv'}",TWiT,Windows Weekly 909: Shaved Toasted and Charred,"Spreading light, MSFS 2024 issues, Recall (Preview) 
Windows<ul> 
<li>Recall and Click to Do arrive in Preview and the world doesn't implode. Sorry, haters</li> 
<li>Snapdragon X Copilot+ PCs only - and dear God, please follow Paul's advice</li> 
<li>Look at …",https://twit.tv/shows/windows-weekly/episodes/909,https://elroy.twit.tv/sites/default/files/images/episodes/2024/11/854246/hero/WW0909_thumbnail.jpg,2024-11-27T22:50:00Z,"Spreading light, MSFS 2024 issues, Recall (Preview)
Windows
<ul><li>Recall and Click to Do arrive in Preview and the world doesnt implode. Sorry, haters</li><li>Snapdragon X Copilot+ PCs only - and… [+3816 chars]"
18,"{'id': None, 'name': 'Biztoc.com'}",theglobeandmail.com,Microsoft faces wide-ranging U.S. antitrust probe,"The U.S. Federal Trade Commission has opened a broad antitrust investigation into Microsoft MSFT-Q, including of its software licensing and cloud computing businesses, a source familiar with the matter said on Wednesday.
The probe was approved by FTC chair Li…",https://biztoc.com/x/e36a20897cca0b2f,https://biztoc.com/cdn/e36a20897cca0b2f_s.webp,2024-11-27T22:13:52Z,"The U.S. Federal Trade Commission has opened a broad antitrust investigation into Microsoft MSFT-Q, including of its software licensing and cloud computing businesses, a source familiar with the matt… [+149 chars]"
19,"{'id': None, 'name': ""Investor's Business Daily""}","VIDYA RAMAKRISHNAN, Investor's Business Daily","Dow Jones Slides, Nvidia Falters As Trump Rally Sputters; Warren Buffett's Berkshire Hits All-Time High (Live Coverage)",The Dow Jones and other indexes were down Wednesday after October's inflation data. Nvidia broke a key level on the stock market today.,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-dow-jones-nvidia-stock/,https://www.investors.com/wp-content/uploads/2024/06/Stock-WarrenBuffettwave-01-shutt.jpg,2024-11-27T21:09:19Z,The Dow Jones Industrial Average and other major indexes reversed lower Wednesday as the postelection Trump rally sputtered ahead of the Thanksgiving holiday. Indexes fell in the stock market today a… [+6686 chars]
20,"{'id': None, 'name': 'Biztoc.com'}",aol.com,Nvidia's Latest Record Quarter Show Its AI Dominance Remains Intact,"Last week, Nvidia Corporation (NASDAQ: NVDA) issued its third quarter results, topping both sales and earnings estimates as well as posting a better-than-expected current quarter guidance as its end-customers, including Microsoft Corporation (NASDAQ: MSFT), O…",https://biztoc.com/x/6b1ac80bf128d0e2,https://biztoc.com/cdn/6b1ac80bf128d0e2_s.webp,2024-11-27T20:56:10Z,"Last week, Nvidia Corporation (NASDAQ: NVDA) issued its third quarter results, topping both sales and earnings estimates as well as posting a better-than-expected current quarter guidance as its end-… [+149 chars]"
21,"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,Nvidia's Latest Record Quarter Show Its AI Dominance Remains Intact,"Last week, Nvidia Corporation (NASDAQ: NVDA) issued its third quarter results, topping both sales and earnings estimates as well as posting a better-than-expected current quarter guidance as its end-customers, including Microsoft Corporation (NASDAQ: MSFT), O…",https://biztoc.com/x/5f5b6747b3848eef,https://biztoc.com/cdn/5f5b6747b3848eef_s.webp,2024-11-27T18:43:52Z,"Last week, Nvidia Corporation (NASDAQ: NVDA) issued its third quarter results, topping both sales and earnings estimates as well as posting a better-than-expected current quarter guidance as its end-… [+147 chars]"
22,"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,"Market Clubhouse Morning Memo - November 27th, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA)","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.
Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account pr…",https://biztoc.com/x/fccda99d8619c7cd,https://biztoc.com/cdn/fccda99d8619c7cd_s.webp,2024-11-27T18:33:00Z,"Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.Our proprietary formula, exclusive to Market Clubhouse, dictates thes… [+141 chars]"
23,"{'id': None, 'name': 'Yahoo Entertainment'}",Nauman khan,Microsoft and Coles Ink $5 Billion AI Deal to Revolutionize Retail Tech,Microsoft Teams Up with Coles for Game-Changing AI and Cloud Transformation,https://finance.yahoo.com/news/microsoft-coles-ink-5-billion-124226694.html,https://media.zenfs.com/en/us.finance.gurufocus/61d052cba829dcaa8e969ad093b21ab1,2024-11-27T12:42:26Z,"Microsoft Corporation (MSFT, Financial) has announced that it has signed a five-year strategic partnership deal with Australian-based Coles Group (CLEGF, Financial) to enhance its cloud and AI capabi… [+1278 chars]"
24,"{'id': None, 'name': 'GlobeNewswire'}",YieldMax,"YieldMax™ ETFs Announces Distributions on YBIT (115.71%), TSLY (103.42%), SNOY (101.96%), YMAX (87.35%), YMAG (54.24%) and Others","YieldMax™ ETFs Announces Distributions on YBIT (115.71%), TSLY (103.42%), SNOY (101.96%), YMAX (87.35%), YMAG (54.24%) and Others......",https://www.globenewswire.com/news-release/2024/11/27/2988090/0/en/YieldMax-ETFs-Announces-Distributions-on-YBIT-115-71-TSLY-103-42-SNOY-101-96-YMAX-87-35-YMAG-54-24-and-Others.html,https://ml.globenewswire.com/Resource/Download/85b1a71e-663e-4de3-acbf-931582738c88,2024-11-27T11:55:00Z,"CHICAGO and MILWAUKEE and NEW YORK, Nov. 27, 2024 (GLOBE NEWSWIRE) -- YieldMax today announced distributions for the YieldMax ETFs listed in the table below.
<table><tr><td>ETFTicker1</td><td>ETF Na… [+26575 chars]"
25,"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",BMY Stock vs. JNJ Stock,"There is more to the comparison, and in the sections below, we discuss why we think BMY will outperform JNJ in the next three years.",https://www.forbes.com/sites/greatspeculations/2024/11/27/bmy-stock-vs-jnj-stock/,https://imageio.forbes.com/specials-images/imageserve/6746bacc1a9fe75905baa016/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-11-27T10:00:06Z,"POLAND - 2024/11/22: In this photo illustration, the Bristol-Myers Squibb company logo is seen ... [+] displayed on a smartphone screen. (Photo Illustration by Piotr Swat/SOPA Images/LightRocket via … [+7301 chars]"
26,"{'id': None, 'name': 'Quartz India'}",Francisco Velasquez,Walmart's top 10 Black Friday deals under $50,"Black Friday and Cyber Monday are nearly here, and Walmart is already offering bargains spanning various categories.Read more...",https://qz.com/walmart-black-friday-2024-deals-apple-charger-xbox-1851708792,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/2f5a1928d93fed57e3d1267c81e7a96d.jpg",2024-11-27T10:00:00Z,"Black Friday and Cyber Monday are nearly here, and Walmart is already offering bargains spanning various categories.
This year, Walmart (WMT) shoppers can look forward to major discounts on items in… [+818 chars]"
27,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Judson Althoff Sells 25,000 Shares of Microsoft Co. (NASDAQ:MSFT) Stock","Microsoft Co. (NASDAQ:MSFT – Get Free Report) EVP Judson Althoff sold 25,000 shares of the firm’s stock in a transaction dated Friday, November 22nd. The shares were sold at an average price of $417.00, for a total transaction of $10,425,000.00. Following the…",https://www.etfdailynews.com/2024/11/27/judson-althoff-sells-25000-shares-of-microsoft-co-nasdaqmsft-stock/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T09:14:53Z,"Microsoft Co. (NASDAQ:MSFT – Get Free Report) EVP Judson Althoff sold 25,000 shares of the firm’s stock in a transaction dated Friday, November 22nd. The shares were sold at an average price of $417.… [+5844 chars]"
28,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Selective Wealth Management Inc. Grows Stake in Microsoft Co. (NASDAQ:MSFT),"Selective Wealth Management Inc. raised its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 10.1% in the third quarter, HoldingsChannel reports. The institutional investor owned 4,370 shares of the software giant’s stock after acquiring an additional…",https://www.etfdailynews.com/2024/11/27/selective-wealth-management-inc-grows-stake-in-microsoft-co-nasdaqmsft/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:42:50Z,"Selective Wealth Management Inc. raised its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 10.1% in the third quarter, HoldingsChannel reports. The institutional investor owned 4,370 shares… [+6873 chars]"
29,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Microsoft Co. (NASDAQ:MSFT) is SS&H Financial Advisors Inc.’s 2nd Largest Position,"SS&H Financial Advisors Inc. lifted its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 8.9% during the third quarter, HoldingsChannel.com reports. The fund owned 44,685 shares of the software giant’s stock after acquiring an additional 3,663 shares …",https://www.etfdailynews.com/2024/11/27/microsoft-co-nasdaqmsft-is-ssh-financial-advisors-inc-s-2nd-largest-position/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:42:50Z,"SS&amp;H Financial Advisors Inc. lifted its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 8.9% during the third quarter, HoldingsChannel.com reports. The fund owned 44,685 shares of the so… [+7095 chars]"
30,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Microsoft Co. (NASDAQ:MSFT) Stock Holdings Trimmed by Contravisory Investment Management Inc.,"Contravisory Investment Management Inc. decreased its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.6% in the 3rd quarter, HoldingsChannel reports. The firm owned 19,341 shares of the software giant’s stock after selling 112 shares during the qua…",https://www.etfdailynews.com/2024/11/27/microsoft-co-nasdaqmsft-stock-holdings-trimmed-by-contravisory-investment-management-inc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:42:47Z,"Contravisory Investment Management Inc. decreased its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.6% in the 3rd quarter, HoldingsChannel reports. The firm owned 19,341 shares of the so… [+6801 chars]"
31,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Microsoft Co. (NASDAQ:MSFT) Stake Raised by Cerro Pacific Wealth Advisors LLC,"Cerro Pacific Wealth Advisors LLC grew its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.3% during the 3rd quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The fund owned 23,205 shares of the softwar…",https://www.etfdailynews.com/2024/11/27/microsoft-co-nasdaqmsft-stake-raised-by-cerro-pacific-wealth-advisors-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:07:11Z,"Cerro Pacific Wealth Advisors LLC grew its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.3% during the 3rd quarter, according to its most recent filing with the Securities and Exchange C… [+7356 chars]"
32,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Beaumont Financial Advisors LLC Sells 2,605 Shares of Microsoft Co. (NASDAQ:MSFT)","Beaumont Financial Advisors LLC trimmed its holdings in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.9% in the third quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The fund owned 132,406 shares of the…",https://www.etfdailynews.com/2024/11/27/beaumont-financial-advisors-llc-sells-2605-shares-of-microsoft-co-nasdaqmsft/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:07:11Z,"Beaumont Financial Advisors LLC trimmed its holdings in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.9% in the third quarter, according to its most recent 13F filing with the Securities a… [+6775 chars]"
33,"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Microsoft Co. (NASDAQ:MSFT) Shares Sold by Moisand Fitzgerald Tamayo LLC,"Moisand Fitzgerald Tamayo LLC trimmed its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.0% during the third quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The firm owned 5,317 sh…",https://www.etfdailynews.com/2024/11/27/microsoft-co-nasdaqmsft-shares-sold-by-moisand-fitzgerald-tamayo-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png&w=240&h=240&zc=2,2024-11-27T08:07:10Z,"Moisand Fitzgerald Tamayo LLC trimmed its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.0% during the third quarter, according to the company in its most recent 13F filing with the Secur… [+7137 chars]"
34,"{'id': None, 'name': ""Investor's Business Daily""}","ED CARSON, Investor's Business Daily",Dow Jones Futures: S&P 500 Hits Highs As Bitcoin Skids; CrowdStrike Leads Movers Late,Amazon and megacaps helped the major indexes offset weak breadth.,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-sp500-bitcoin-crowdstrike-earnings-movers/,https://www.investors.com/wp-content/uploads/2020/08/Stock-robotgiant-01-adobe.jpg,2024-11-27T03:52:44Z,"Dow Jones futures were little changed overnight, along with S&amp;P 500 futures and Nasdaq futures. CrowdStrike (CRWD) headlined a busy Tuesday night earnings lineup.
The stock market rally saw mode… [+6924 chars]"
35,"{'id': None, 'name': 'Yahoo Entertainment'}",Brian Sozzi,"HP earnings in line with expectations, CEO says tariffs would hit the consumer",HP CEO Enrique Lores weighs in on potential tariffs from the Trump administration.,https://finance.yahoo.com/news/hp-earnings-in-line-with-expectations-ceo-says-tariffs-would-hit-the-consumer-230156921.html,https://s.yimg.com/ny/api/res/1.2/HseFRlYgv2PPbYHVdSYo1g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03ODk-/https://s.yimg.com/os/creatr-uploaded-images/2022-02/f4691570-98db-11ec-9fde-85ade470cab7,2024-11-26T23:01:56Z,"It's all eyes on artificial intelligence PC demand and tariffs for HP Inc. (HPQ) CEO Enrique Lores entering 2025.
""Some of that [cost of potential tariffs] will have to go to consumers given what is… [+4408 chars]"
