,source,author,title,description,url,urlToImage,publishedAt,content
89,"{'id': None, 'name': 'Yahoo Entertainment'}",Daniel Howley,"Nvidia says next-gen Blackwell chip sales will top prior forecasts, calming delay worries",Nvidia CEO Jensen Huang said the company's next-generation Blackwell chip is set to ship and that revenue expectations are higher than prior estimates.,https://finance.yahoo.com/news/nvidia-says-next-gen-blackwell-chip-sales-will-top-prior-forecasts-calming-delay-worries-194453395.html,https://s.yimg.com/ny/api/res/1.2/oo3AhJBc83TAyfoH8pE76g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2024-06/5b3e4690-2146-11ef-97df-2f3b499b3ad9,2024-11-21T19:44:53Z,"Nvidia (NVDA) is assuaging Wall Streets concerns about any potential slowdowns in the production of its next-generation Blackwell chip, telling investors during the companys earnings call on Wednesda… [+4094 chars]"
90,"{'id': None, 'name': 'Investing.com'}",Investing.com,"Salesforce, Google sway market cap stock movers on Thursday","Salesforce, Google sway market cap stock movers on Thursday",https://www.investing.com/news/stock-market-news/salesforce-google-sway-market-cap-stock-movers-on-thursday-93CH-3735765,https://i-invdn-com.investing.com/news/LYNXNPEE2D0I6_L.jpg,2024-11-21T19:07:03Z,"Thursday's market has seen notable movements in various stocks, with mega-cap and large-cap categories experiencing both significant gains and declines. Salesforce Com (NYSE:CRM) is making headlines … [+2919 chars]"
91,"{'id': None, 'name': 'Quartz India'}",Britney Nguyen,Alphabet stock falls over 5% as Feds push for Google to sell Chrome,Google parent company Alphabet’s (GOOGL) shares fell over 5% during mid-day trading on Thursday amid pressure on Google to sell its Chrome web browser.Read more...,https://qz.com/alphabet-stock-fall-doj-google-sell-chrome-antitrust-1851705166,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/cf75cb6b08b95330f5abb08bb7c428b3.jpg",2024-11-21T18:43:00Z,"In This Story
Google parent company Alphabets (GOOGL-5.35%
) shares fell over 5% during mid-day trading on Thursday amid pressure on Google to sell its Chrome web browser.
The Department of Justic… [+1749 chars]"
92,"{'id': None, 'name': 'Biztoc.com'}",finance.yahoo.com,"Stock market today: Dow, S&P 500 jump while Nvidia, Alphabet tumble","In This Article:
US stocks whipsawed Thursday as investors digested Nvidia's (NVDA) earnings and a more than 6% tumble from Alphabet (GOOG, GOOGL) amid a Department of Justice move to break up its empire.
The Dow Jones Industrial Average (^DJI) gained more th…",https://biztoc.com/x/a4fed72d31097f2f,https://biztoc.com/cdn/a4fed72d31097f2f_s.webp,2024-11-21T18:15:53Z,"In This Article:US stocks whipsawed Thursday as investors digested Nvidia's (NVDA) earnings and a more than 6% tumble from Alphabet (GOOG, GOOGL) amid a Department of Justice move to break up its emp… [+149 chars]"
93,"{'id': None, 'name': ""Investor's Business Daily""}","RYAN DEFFENBAUGH, Investor's Business Daily",How Oracle Got Its Mojo Back. What's Behind The AI Cloud Push Powering Its 80% Stock Gain.,"Oracle stock has rallied 80% this year, with the enterprise tech giant emerging as a favorite on Wall Street to benefit from generative AI.",https://www.investors.com/news/technology/oracle-stock-orcl-ai-cloud-larry-ellison/,https://www.investors.com/wp-content/uploads/2017/12/stock-Oracle-03-shutter.jpg,2024-11-21T18:00:34Z,"Oracle (ORCL) is partying like it's 1999. Oracle stock is tracking to have its best year since the turn of the century as the tech giant joins the euphoria around artificial intelligence, the hot tre… [+15274 chars]"
94,"{'id': None, 'name': 'Yahoo Entertainment'}",Karen Friar,"Stock market today: Dow, S&P 500 jump while Nvidia, Alphabet tumble",Investors are digging into Nvidia's earnings for insights into the AI boom.,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-jump-while-nvidia-alphabet-tumble-172831973.html,https://s.yimg.com/ny/api/res/1.2/MnLz241vlf9CwcV5klCKBQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDQ-/https://s.yimg.com/os/creatr-uploaded-images/2024-11/7173e480-a808-11ef-9bff-0037fb2bb98e,2024-11-21T17:28:31Z,"US stocks whipsawed Thursday as investors digested Nvidia's (NVDA) earnings and a more than 6% tumble from Alphabet (GOOG, GOOGL) amid a Department of Justice move to break up its empire.
The Dow Jo… [+13210 chars]"
95,"{'id': None, 'name': 'Yahoo Entertainment'}",Karen Friar,"Stock market today: Dow, S&P 500 jump after Nvidia earnings, while Alphabet tumbles",Investors are digging into Nvidia's earnings for insights into the AI boom.,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-jump-after-nvidia-earnings-while-alphabet-tumbles-172831555.html,https://s.yimg.com/ny/api/res/1.2/MnLz241vlf9CwcV5klCKBQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDQ-/https://s.yimg.com/os/creatr-uploaded-images/2024-11/7173e480-a808-11ef-9bff-0037fb2bb98e,2024-11-21T17:28:31Z,"US stocks whipsawed Thursday as investors digested Nvidia's (NVDA) earnings and a tumble from Alphabet (GOOG, GOOGL) amid a Department of Justice move to break up its empire.
The Dow Jones Industria… [+16030 chars]"
96,"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,"Market Clubhouse Morning Memo - November 21st, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA)","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.
Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account pr…",https://biztoc.com/x/46c72efb6019c858,https://biztoc.com/cdn/46c72efb6019c858_s.webp,2024-11-21T16:36:04Z,"Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.Our proprietary formula, exclusive to Market Clubhouse, dictates thes… [+141 chars]"
97,"{'id': None, 'name': 'Biztoc.com'}",finance.yahoo.com,"Stock market today: Dow, S&P 500, Nasdaq wobble post-Nvidia earnings, Alphabet tumbles 5%","US stocks struggled for direction Thursday as investors digested Nvidia's (NVDA) earnings and Alphabet (GOOGL) tumbled more than 5% as the Department of Justice seeks the sale of Google's Chrome browser.
The Dow Jones Industrial Average (^DJI) was up around 0…",https://biztoc.com/x/ecccaf919683de96,https://biztoc.com/cdn/ecccaf919683de96_s.webp,2024-11-21T15:41:06Z,US stocks struggled for direction Thursday as investors digested Nvidia's (NVDA) earnings and Alphabet (GOOGL) tumbled more than 5% as the Department of Justice seeks the sale of Google's Chrome brow… [+148 chars]
98,"{'id': None, 'name': 'Yahoo Entertainment'}",Karen Friar,"Stock market today: Nasdaq slides as Nvidia, Alphabet lead 'Magnificent 7' tumble",Investors are digging into Nvidia's earnings for insights into the AI boom.,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-rise-while-nasdaq-slips-as-nvidia-alphabet-tumble-143024596.html,https://s.yimg.com/ny/api/res/1.2/MnLz241vlf9CwcV5klCKBQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDQ-/https://s.yimg.com/os/creatr-uploaded-images/2024-11/7173e480-a808-11ef-9bff-0037fb2bb98e,2024-11-21T14:30:24Z,"US stocks whipsawed Thursday as investors digested Nvidia's (NVDA) earnings and a more than 6% tumble from Alphabet (GOOG, GOOGL) amid a Department of Justice move to break up its empire.
The Dow Jo… [+10057 chars]"
99,"{'id': None, 'name': 'Quartz India'}",William Gavin and Rocio Fabbro,The feds want Google to sell its Chrome browser,The Department of Justice (DOJ) said Wednesday that it wants Google (GOOGL) to sell its Chrome web browser as the government looks to break up the tech giant’s dominance in the search engine market.Read more...,https://qz.com/google-sell-chrome-browser-android-doj-feds-tech-1851704663,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/d743bbe864661030cf61879c5c471995.jpg",2024-11-21T13:15:00Z,"In This Story
The Department of Justice (DOJ) said Wednesday that it wants Google (GOOGL-1.22%
) to sell its Chrome web browser as the government looks to break up the tech giants dominance in the … [+2482 chars]"
